"ID","cluster","parent","parentSimScore","score","size","term","parentTerm","Description","Freq"
"GO:0010165",16,"GO:0009612",0.584,1,20,"response to X-ray","response to mechanical stimulus","response to X-ray",1
"GO:0010212",16,"GO:0009612",0.659,1,47,"response to ionizing radiation","response to mechanical stimulus","response to ionizing radiation",1
"GO:0010332",16,"GO:0009612",0.611,2,27,"response to gamma radiation","response to mechanical stimulus","response to gamma radiation",2
"GO:0010389",53,"GO:0007095",0.856,1,79,"regulation of G2/M transition of mitotic cell cycle","mitotic G2 DNA damage checkpoint","regulation of G2/M transition
of mitotic cell cycle",1
"GO:0010457",2,"GO:0003341",0.55,1,15,"centriole-centriole cohesion","cilium movement","centriole-centriole cohesion",1
"GO:0010460",20,"GO:0055119",0.396,1,22,"positive regulation of heart rate","relaxation of cardiac muscle","positive regulation of heart rate",1
"GO:0010466",24,"GO:0010951",0.991,1,17,"negative regulation of peptidase activity","negative regulation of endopeptidase activity","negative regulation of peptidase activity",1
"GO:0010467",30,"GO:0010468",0.82,1,10,"gene expression","regulation of gene expression","gene expression",1
"GO:0010468",30,"GO:0010468",0.919,3,144,"regulation of gene expression","regulation of gene expression","regulation of gene expression",3
"GO:0010469",51,"GO:0000186",0.455,1,17,"regulation of signaling receptor activity","activation of MAPKK activity","regulation of signaling receptor activity",1
"GO:0010499",24,"GO:0010951",0.493,1,25,"proteasomal ubiquitin-independent protein catabolic process","negative regulation of endopeptidase activity","proteasomal ubiquitin-independent protein catabolic
process",1
"GO:0010575",5,"GO:0010575",1,5,34,"positive regulation of vascular endothelial growth factor production","positive regulation of vascular endothelial growth factor production","positive regulation of vascular
endothelial growth factor production",5
"GO:0010595",68,"GO:0014912",0.62,1,60,"positive regulation of endothelial cell migration","negative regulation of smooth muscle cell migration","positive regulation of endothelial
cell migration",1
"GO:0010596",68,"GO:0014912",0.761,1,24,"negative regulation of endothelial cell migration","negative regulation of smooth muscle cell migration","negative regulation of endothelial
cell migration",1
"GO:0010628",30,"GO:0010468",0.762,2,433,"positive regulation of gene expression","regulation of gene expression","positive regulation of gene expression",2
"GO:0010634",68,"GO:0014912",0.631,1,40,"positive regulation of epithelial cell migration","negative regulation of smooth muscle cell migration","positive regulation of epithelial
cell migration",1
"GO:0010718",12,"GO:0010976",0.662,1,52,"positive regulation of epithelial to mesenchymal transition","positive regulation of neuron projection development","positive regulation of epithelial
to mesenchymal transition",1
"GO:0010738",41,"GO:1901223",0.432,1,12,"regulation of protein kinase A signaling","negative regulation of NIK/NF-kappaB signaling","regulation of protein kinase
A signaling",1
"GO:0010745",100,"GO:0010745",1,1,15,"negative regulation of macrophage derived foam cell differentiation","negative regulation of macrophage derived foam cell differentiation","negative regulation of macrophage
derived foam cell differentiation",1
"GO:0010759",6,"GO:0090023",0.896,2,17,"positive regulation of macrophage chemotaxis","positive regulation of neutrophil chemotaxis","positive regulation of macrophage chemotaxis",2
"GO:0010800",55,"GO:0042531",0.537,1,29,"positive regulation of peptidyl-threonine phosphorylation","positive regulation of tyrosine phosphorylation of STAT protein","positive regulation of peptidyl-threonine
phosphorylation",1
"GO:0010811",40,"GO:0033628",0.649,1,43,"positive regulation of cell-substrate adhesion","regulation of cell adhesion mediated by integrin","positive regulation of cell-substrate
adhesion",1
"GO:0010812",40,"GO:0033628",0.626,2,18,"negative regulation of cell-substrate adhesion","regulation of cell adhesion mediated by integrin","negative regulation of cell-substrate
adhesion",2
"GO:0010842",44,"GO:0042462",0.783,1,24,"retina layer formation","eye photoreceptor cell development","retina layer formation",1
"GO:0010863",51,"GO:0000186",0.531,1,13,"positive regulation of phospholipase C activity","activation of MAPKK activity","positive regulation of phospholipase
C activity",1
"GO:0010951",24,"GO:0010951",0.998,4,150,"negative regulation of endopeptidase activity","negative regulation of endopeptidase activity","negative regulation of endopeptidase activity",4
"GO:0010976",12,"GO:0010976",0.998,4,115,"positive regulation of neuron projection development","positive regulation of neuron projection development","positive regulation of neuron
projection development",4
"GO:0014002",10,"GO:0021591",0.531,1,15,"astrocyte development","ventricular system development","astrocyte development",1
"GO:0014003",10,"GO:0021591",0.534,1,25,"oligodendrocyte development","ventricular system development","oligodendrocyte development",1
"GO:0014911",68,"GO:0014912",0.907,1,20,"positive regulation of smooth muscle cell migration","negative regulation of smooth muscle cell migration","positive regulation of smooth
muscle cell migration",1
"GO:0014912",68,"GO:0014912",1,2,13,"negative regulation of smooth muscle cell migration","negative regulation of smooth muscle cell migration","negative regulation of smooth
muscle cell migration",2
"GO:0015031",35,"GO:0043691",0.515,1,317,"protein transport","reverse cholesterol transport","protein transport",1
"GO:0015698",22,"GO:0070588",0.576,1,24,"inorganic anion transport","calcium ion transmembrane transport","inorganic anion transport",1
"GO:0015701",22,"GO:0070588",0.512,1,57,"bicarbonate transport","calcium ion transmembrane transport","bicarbonate transport",1
"GO:0015721",35,"GO:0043691",0.679,1,33,"bile acid and bile salt transport","reverse cholesterol transport","bile acid and bile
salt transport",1
"GO:0015918",35,"GO:0043691",0.85,1,14,"sterol transport","reverse cholesterol transport","sterol transport",1
"GO:0016079",36,"GO:0050807",0.412,1,27,"synaptic vesicle exocytosis","regulation of synapse organization","synaptic vesicle exocytosis",1
"GO:0016082",4,"GO:0002576",0.63,1,16,"synaptic vesicle priming","platelet degranulation","synaptic vesicle priming",1
"GO:0016192",57,"GO:0006897",0.813,1,138,"vesicle-mediated transport","endocytosis","vesicle-mediated transport",1
"GO:0016197",72,"GO:0030705",0.627,1,88,"endosomal transport","cytoskeleton-dependent intracellular transport","endosomal transport",1
"GO:0016310",26,"GO:0031954",0.54,1,105,"phosphorylation","positive regulation of protein autophosphorylation","phosphorylation",1
"GO:0016311",26,"GO:0031954",0.403,1,92,"dephosphorylation","positive regulation of protein autophosphorylation","dephosphorylation",1
"GO:0016322",10,"GO:0021591",0.352,1,12,"neuron remodeling","ventricular system development","neuron remodeling",1
"GO:0016477",6,"GO:0090023",0.615,1,238,"cell migration","positive regulation of neutrophil chemotaxis","cell migration",1
"GO:0016525",46,"GO:0001525",0.878,2,130,"negative regulation of angiogenesis","angiogenesis","negative regulation of angiogenesis",2
"GO:0017148",52,"GO:0006414",0.7,1,83,"negative regulation of translation","translational elongation","negative regulation of translation",1
"GO:0017157",4,"GO:0002576",0.717,3,31,"regulation of exocytosis","platelet degranulation","regulation of exocytosis",3
"GO:0017158",4,"GO:0002576",0.666,1,18,"regulation of calcium ion-dependent exocytosis","platelet degranulation","regulation of calcium ion-dependent
exocytosis",1
"GO:0018095",55,"GO:0042531",0.496,1,14,"protein polyglutamylation","positive regulation of tyrosine phosphorylation of STAT protein","protein polyglutamylation",1
"GO:0018108",55,"GO:0042531",0.854,1,130,"peptidyl-tyrosine phosphorylation","positive regulation of tyrosine phosphorylation of STAT protein","peptidyl-tyrosine phosphorylation",1
"GO:0018146",93,"GO:0018146",1,1,31,"keratan sulfate biosynthetic process","keratan sulfate biosynthetic process","keratan sulfate biosynthetic process",1
"GO:0018149",37,"GO:0018149",1,3,59,"peptide cross-linking","peptide cross-linking","peptide cross-linking",3
"GO:0019083",38,"GO:0042742",0.558,1,109,"viral transcription","defense response to bacterium","viral transcription",1
"GO:0019221",25,"GO:0045471",0.476,1,330,"cytokine-mediated signaling pathway","response to ethanol","cytokine-mediated signaling pathway",1
"GO:0019222",30,"GO:0010468",0.767,1,3,"regulation of metabolic process","regulation of gene expression","regulation of metabolic process",1
"GO:0019226",20,"GO:0055119",0.422,1,19,"transmission of nerve impulse","relaxation of cardiac muscle","transmission of nerve impulse",1
"GO:0019233",20,"GO:0055119",0.435,4,56,"sensory perception of pain","relaxation of cardiac muscle","sensory perception of pain",4
"GO:0019433",31,"GO:0008203",0.503,2,34,"triglyceride catabolic process","cholesterol metabolic process","triglyceride catabolic process",2
"GO:0019915",35,"GO:0043691",0.646,1,22,"lipid storage","reverse cholesterol transport","lipid storage",1
"GO:0019985",14,"GO:0042542",0.357,1,44,"translesion synthesis","response to hydrogen peroxide","translesion synthesis",1
"GO:0021510",10,"GO:0021591",0.568,1,32,"spinal cord development","ventricular system development","spinal cord development",1
"GO:0021537",10,"GO:0021591",0.659,1,18,"telencephalon development","ventricular system development","telencephalon development",1
"GO:0021542",10,"GO:0021591",0.546,2,16,"dentate gyrus development","ventricular system development","dentate gyrus development",2
"GO:0021549",10,"GO:0021591",0.613,2,48,"cerebellum development","ventricular system development","cerebellum development",2
"GO:0021591",10,"GO:0021591",1,5,14,"ventricular system development","ventricular system development","ventricular system development",5
"GO:0021670",10,"GO:0021591",0.942,1,11,"lateral ventricle development","ventricular system development","lateral ventricle development",1
"GO:0021762",10,"GO:0021591",0.578,1,43,"substantia nigra development","ventricular system development","substantia nigra development",1
"GO:0021772",10,"GO:0021591",0.568,1,17,"olfactory bulb development","ventricular system development","olfactory bulb development",1
"GO:0021952",18,"GO:1904158",0.414,1,8,"central nervous system projection neuron axonogenesis","axonemal central apparatus assembly","central nervous system projection
neuron axonogenesis",1
"GO:0021987",10,"GO:0021591",0.616,1,68,"cerebral cortex development","ventricular system development","cerebral cortex development",1
"GO:0022008",10,"GO:0021591",0.512,1,46,"neurogenesis","ventricular system development","neurogenesis",1
"GO:0022010",10,"GO:0021591",0.513,2,15,"central nervous system myelination","ventricular system development","central nervous system myelination",2
"GO:0022400",8,"GO:0007186",0.643,2,27,"regulation of rhodopsin mediated signaling pathway","G protein-coupled receptor signaling pathway","regulation of rhodopsin mediated
signaling pathway",2
"GO:0022409",40,"GO:0033628",0.701,2,16,"positive regulation of cell-cell adhesion","regulation of cell adhesion mediated by integrin","positive regulation of cell-cell
adhesion",2
"GO:0022617",1,"GO:0030198",0.866,1,68,"extracellular matrix disassembly","extracellular matrix organization","extracellular matrix disassembly",1
"GO:0022900",79,"GO:0022900",0.998,1,70,"electron transport chain","electron transport chain","electron transport chain",1
"GO:0023019",82,"GO:0023019",1,1,21,"signal transduction involved in regulation of gene expression","signal transduction involved in regulation of gene expression","signal transduction involved in
regulation of gene expression",1
"GO:0030010",104,"GO:0007163",0.959,1,40,"establishment of cell polarity","establishment or maintenance of cell polarity","establishment of cell polarity",1
"GO:0030030",18,"GO:1904158",0.54,1,37,"cell projection organization","axonemal central apparatus assembly","cell projection organization",1
"GO:0030049",20,"GO:0055119",0.603,1,43,"muscle filament sliding","relaxation of cardiac muscle","muscle filament sliding",1
"GO:0030073",4,"GO:0002576",0.599,1,35,"insulin secretion","platelet degranulation","insulin secretion",1
"GO:0030154",45,"GO:0030154",0.938,3,548,"cell differentiation","cell differentiation","cell differentiation",3
"GO:0030178",50,"GO:0007268",0.654,1,56,"negative regulation of Wnt signaling pathway","chemical synaptic transmission","negative regulation of Wnt
signaling pathway",1
"GO:0030182",10,"GO:0021591",0.501,1,154,"neuron differentiation","ventricular system development","neuron differentiation",1
"GO:0030194",54,"GO:0048678",0.633,1,14,"positive regulation of blood coagulation","response to axon injury","positive regulation of blood coagulation",1
"GO:0030195",54,"GO:0048678",0.669,1,17,"negative regulation of blood coagulation","response to axon injury","negative regulation of blood coagulation",1
"GO:0030198",1,"GO:0030198",0.997,7,258,"extracellular matrix organization","extracellular matrix organization","extracellular matrix organization",7
"GO:0030199",1,"GO:0030198",0.844,3,57,"collagen fibril organization","extracellular matrix organization","collagen fibril organization",3
"GO:0030203",93,"GO:0018146",0.851,1,10,"glycosaminoglycan metabolic process","keratan sulfate biosynthetic process","glycosaminoglycan metabolic process",1
"GO:0030214",93,"GO:0018146",0.767,1,19,"hyaluronan catabolic process","keratan sulfate biosynthetic process","hyaluronan catabolic process",1
"GO:0030217",63,"GO:0043032",0.574,1,36,"T cell differentiation","positive regulation of macrophage activation","T cell differentiation",1
"GO:0030224",21,"GO:0045654",0.598,2,18,"monocyte differentiation","positive regulation of megakaryocyte differentiation","monocyte differentiation",2
"GO:0030225",21,"GO:0045654",0.605,2,21,"macrophage differentiation","positive regulation of megakaryocyte differentiation","macrophage differentiation",2
"GO:0030278",28,"GO:0030501",0.872,1,11,"regulation of ossification","positive regulation of bone mineralization","regulation of ossification",1
"GO:0030282",28,"GO:0030501",0.919,1,46,"bone mineralization","positive regulation of bone mineralization","bone mineralization",1
"GO:0030301",35,"GO:0043691",0.856,2,20,"cholesterol transport","reverse cholesterol transport","cholesterol transport",2
"GO:0030308",83,"GO:0048843",0.869,1,127,"negative regulation of cell growth","negative regulation of axon extension involved in axon guidance","negative regulation of cell growth",1
"GO:0030317",68,"GO:0014912",0.493,1,66,"flagellated sperm motility","negative regulation of smooth muscle cell migration","flagellated sperm motility",1
"GO:0030318",76,"GO:0030318",1,1,25,"melanocyte differentiation","melanocyte differentiation","melanocyte differentiation",1
"GO:0030324",48,"GO:0060438",0.805,2,79,"lung development","trachea development","lung development",2
"GO:0030325",98,"GO:0060749",0.609,1,23,"adrenal gland development","mammary gland alveolus development","adrenal gland development",1
"GO:0030334",68,"GO:0014912",0.719,1,93,"regulation of cell migration","negative regulation of smooth muscle cell migration","regulation of cell migration",1
"GO:0030335",68,"GO:0014912",0.688,1,259,"positive regulation of cell migration","negative regulation of smooth muscle cell migration","positive regulation of cell migration",1
"GO:0030449",11,"GO:0006958",0.845,2,113,"regulation of complement activation","complement activation, classical pathway","regulation of complement activation",2
"GO:0030488",78,"GO:0006400",0.927,1,32,"tRNA methylation","tRNA modification","tRNA methylation",1
"GO:0030501",28,"GO:0030501",1,3,39,"positive regulation of bone mineralization","positive regulation of bone mineralization","positive regulation of bone mineralization",3
"GO:0030514",25,"GO:0045471",0.382,1,63,"negative regulation of BMP signaling pathway","response to ethanol","negative regulation of BMP
signaling pathway",1
"GO:0030518",25,"GO:0045471",0.406,2,7,"intracellular steroid hormone receptor signaling pathway","response to ethanol","intracellular steroid hormone receptor
signaling pathway",2
"GO:0030522",43,"GO:0030522",0.998,3,34,"intracellular receptor signaling pathway","intracellular receptor signaling pathway","intracellular receptor signaling pathway",3
"GO:0030574",88,"GO:2000785",0.405,1,62,"collagen catabolic process","regulation of autophagosome assembly","collagen catabolic process",1
"GO:0030705",72,"GO:0030705",0.998,2,18,"cytoskeleton-dependent intracellular transport","cytoskeleton-dependent intracellular transport","cytoskeleton-dependent intracellular transport",2
"GO:0030836",61,"GO:0043149",0.659,1,9,"positive regulation of actin filament depolymerization","stress fiber assembly","positive regulation of actin
filament depolymerization",1
"GO:0030866",61,"GO:0043149",0.628,1,37,"cortical actin cytoskeleton organization","stress fiber assembly","cortical actin cytoskeleton organization",1
"GO:0030900",10,"GO:0021591",0.687,1,48,"forebrain development","ventricular system development","forebrain development",1
"GO:0031047",30,"GO:0010468",0.629,1,35,"gene silencing by RNA","regulation of gene expression","gene silencing by RNA",1
"GO:0031103",54,"GO:0048678",0.972,1,17,"axon regeneration","response to axon injury","axon regeneration",1
"GO:0031122",2,"GO:0003341",0.593,1,48,"cytoplasmic microtubule organization","cilium movement","cytoplasmic microtubule organization",1
"GO:0031175",18,"GO:1904158",0.525,1,131,"neuron projection development","axonemal central apparatus assembly","neuron projection development",1
"GO:0031274",18,"GO:1904158",0.521,1,17,"positive regulation of pseudopodium assembly","axonemal central apparatus assembly","positive regulation of pseudopodium assembly",1
"GO:0031290",18,"GO:1904158",0.413,2,20,"retinal ganglion cell axon guidance","axonemal central apparatus assembly","retinal ganglion cell axon guidance",2
"GO:0031397",37,"GO:0018149",0.337,1,59,"negative regulation of protein ubiquitination","peptide cross-linking","negative regulation of protein ubiquitination",1
"GO:0031398",37,"GO:0018149",0.347,2,83,"positive regulation of protein ubiquitination","peptide cross-linking","positive regulation of protein ubiquitination",2
"GO:0031581",92,"GO:0031581",1,1,17,"hemidesmosome assembly","hemidesmosome assembly","hemidesmosome assembly",1
"GO:0031623",57,"GO:0006897",0.831,2,45,"receptor internalization","endocytosis","receptor internalization",2
"GO:0031663",25,"GO:0045471",0.512,1,35,"lipopolysaccharide-mediated signaling pathway","response to ethanol","lipopolysaccharide-mediated signaling pathway",1
"GO:0031954",26,"GO:0031954",1,3,25,"positive regulation of protein autophosphorylation","positive regulation of protein autophosphorylation","positive regulation of protein autophosphorylation",3
"GO:0032007",41,"GO:1901223",0.651,1,49,"negative regulation of TOR signaling","negative regulation of NIK/NF-kappaB signaling","negative regulation of TOR signaling",1
"GO:0032008",41,"GO:1901223",0.458,1,41,"positive regulation of TOR signaling","negative regulation of NIK/NF-kappaB signaling","positive regulation of TOR signaling",1
"GO:0032012",41,"GO:1901223",0.429,1,17,"regulation of ARF protein signal transduction","negative regulation of NIK/NF-kappaB signaling","regulation of ARF protein
signal transduction",1
"GO:0032147",51,"GO:0000186",0.846,1,97,"activation of protein kinase activity","activation of MAPKK activity","activation of protein kinase activity",1
"GO:0032148",51,"GO:0000186",0.713,1,35,"activation of protein kinase B activity","activation of MAPKK activity","activation of protein kinase
B activity",1
"GO:0032201",33,"GO:0042632",0.477,1,24,"telomere maintenance via semi-conservative replication","cholesterol homeostasis","telomere maintenance via semi-conservative
replication",1
"GO:0032204",33,"GO:0042632",0.54,1,12,"regulation of telomere maintenance","cholesterol homeostasis","regulation of telomere maintenance",1
"GO:0032206",33,"GO:0042632",0.511,1,10,"positive regulation of telomere maintenance","cholesterol homeostasis","positive regulation of telomere maintenance",1
"GO:0032228",50,"GO:0007268",0.71,1,14,"regulation of synaptic transmission, GABAergic","chemical synaptic transmission","regulation of synaptic transmission, GABAergic",1
"GO:0032233",61,"GO:0043149",0.894,1,14,"positive regulation of actin filament bundle assembly","stress fiber assembly","positive regulation of actin
filament bundle assembly",1
"GO:0032259",75,"GO:0032259",0.996,1,66,"methylation","methylation","methylation",1
"GO:0032330",13,"GO:0001501",0.795,1,9,"regulation of chondrocyte differentiation","skeletal system development","regulation of chondrocyte differentiation",1
"GO:0032355",25,"GO:0045471",0.542,2,99,"response to estradiol","response to ethanol","response to estradiol",2
"GO:0032367",35,"GO:0043691",0.763,1,14,"intracellular cholesterol transport","reverse cholesterol transport","intracellular cholesterol transport",1
"GO:0032402",76,"GO:0030318",0.798,1,23,"melanosome transport","melanocyte differentiation","melanosome transport",1
"GO:0032435",24,"GO:0010951",0.796,1,32,"negative regulation of proteasomal ubiquitin-dependent protein catabolic process","negative regulation of endopeptidase activity","negative regulation of proteasomal
ubiquitin-dependent protein catabolic process",1
"GO:0032467",97,"GO:0061640",0.851,1,44,"positive regulation of cytokinesis","cytoskeleton-dependent cytokinesis","positive regulation of cytokinesis",1
"GO:0032480",5,"GO:0010575",0.538,1,32,"negative regulation of type I interferon production","positive regulation of vascular endothelial growth factor production","negative regulation of type
I interferon production",1
"GO:0032482",41,"GO:1901223",0.392,1,71,"Rab protein signal transduction","negative regulation of NIK/NF-kappaB signaling","Rab protein signal transduction",1
"GO:0032495",25,"GO:0045471",0.574,1,14,"response to muramyl dipeptide","response to ethanol","response to muramyl dipeptide",1
"GO:0032496",25,"GO:0045471",0.584,2,141,"response to lipopolysaccharide","response to ethanol","response to lipopolysaccharide",2
"GO:0032508",67,"GO:0006338",0.586,1,87,"DNA duplex unwinding","chromatin remodeling","DNA duplex unwinding",1
"GO:0032570",25,"GO:0045471",0.596,1,42,"response to progesterone","response to ethanol","response to progesterone",1
"GO:0032689",5,"GO:0010575",0.529,1,30,"negative regulation of interferon-gamma production","positive regulation of vascular endothelial growth factor production","negative regulation of interferon-gamma
production",1
"GO:0032703",5,"GO:0010575",0.515,3,16,"negative regulation of interleukin-2 production","positive regulation of vascular endothelial growth factor production","negative regulation of interleukin-2
production",3
"GO:0032715",5,"GO:0010575",0.543,1,38,"negative regulation of interleukin-6 production","positive regulation of vascular endothelial growth factor production","negative regulation of interleukin-6
production",1
"GO:0032717",5,"GO:0010575",0.515,1,9,"negative regulation of interleukin-8 production","positive regulation of vascular endothelial growth factor production","negative regulation of interleukin-8
production",1
"GO:0032722",5,"GO:0010575",0.614,2,20,"positive regulation of chemokine production","positive regulation of vascular endothelial growth factor production","positive regulation of chemokine production",2
"GO:0032731",5,"GO:0010575",0.607,2,17,"positive regulation of interleukin-1 beta production","positive regulation of vascular endothelial growth factor production","positive regulation of interleukin-1
beta production",2
"GO:0032733",5,"GO:0010575",0.589,1,28,"positive regulation of interleukin-10 production","positive regulation of vascular endothelial growth factor production","positive regulation of interleukin-10
production",1
"GO:0032753",5,"GO:0010575",0.572,1,22,"positive regulation of interleukin-4 production","positive regulation of vascular endothelial growth factor production","positive regulation of interleukin-4
production",1
"GO:0032755",5,"GO:0010575",0.628,2,61,"positive regulation of interleukin-6 production","positive regulation of vascular endothelial growth factor production","positive regulation of interleukin-6
production",2
"GO:0032760",5,"GO:0010575",0.623,1,55,"positive regulation of tumor necrosis factor production","positive regulation of vascular endothelial growth factor production","positive regulation of tumor
necrosis factor production",1
"GO:0032781",51,"GO:0000186",0.542,1,41,"positive regulation of ATPase activity","activation of MAPKK activity","positive regulation of ATPase activity",1
"GO:0032793",51,"GO:0000186",0.471,1,22,"positive regulation of CREB transcription factor activity","activation of MAPKK activity","positive regulation of CREB
transcription factor activity",1
"GO:0032836",39,"GO:0001822",0.735,1,12,"glomerular basement membrane development","kidney development","glomerular basement membrane development",1
"GO:0032874",26,"GO:0031954",0.576,1,17,"positive regulation of stress-activated MAPK cascade","positive regulation of protein autophosphorylation","positive regulation of stress-activated
MAPK cascade",1
"GO:0033137",55,"GO:0042531",0.518,2,27,"negative regulation of peptidyl-serine phosphorylation","positive regulation of tyrosine phosphorylation of STAT protein","negative regulation of peptidyl-serine
phosphorylation",2
"GO:0033173",41,"GO:1901223",0.382,1,15,"calcineurin-NFAT signaling cascade","negative regulation of NIK/NF-kappaB signaling","calcineurin-NFAT signaling cascade",1
"GO:0033280",25,"GO:0045471",0.501,1,17,"response to vitamin D","response to ethanol","response to vitamin D",1
"GO:0033344",35,"GO:0043691",0.809,1,40,"cholesterol efflux","reverse cholesterol transport","cholesterol efflux",1
"GO:0033628",40,"GO:0033628",1,3,14,"regulation of cell adhesion mediated by integrin","regulation of cell adhesion mediated by integrin","regulation of cell adhesion
mediated by integrin",3
"GO:0033674",51,"GO:0000186",0.79,2,16,"positive regulation of kinase activity","activation of MAPKK activity","positive regulation of kinase activity",2
"GO:0033993",25,"GO:0045471",0.478,1,22,"response to lipid","response to ethanol","response to lipid",1
"GO:0034113",40,"GO:0033628",0.509,1,31,"heterotypic cell-cell adhesion","regulation of cell adhesion mediated by integrin","heterotypic cell-cell adhesion",1
"GO:0034142",87,"GO:0034142",1,1,20,"toll-like receptor 4 signaling pathway","toll-like receptor 4 signaling pathway","toll-like receptor 4 signaling
pathway",1
"GO:0034220",22,"GO:0070588",0.831,2,258,"ion transmembrane transport","calcium ion transmembrane transport","ion transmembrane transport",2
"GO:0034244",80,"GO:1902895",0.397,1,13,"negative regulation of transcription elongation from RNA polymerase II promoter","positive regulation of pri-miRNA transcription by RNA polymerase II","negative regulation of transcription elongation from
RNA polymerase II promoter",1
"GO:0034260",51,"GO:0000186",0.463,1,52,"negative regulation of GTPase activity","activation of MAPKK activity","negative regulation of GTPase activity",1
"GO:0034314",61,"GO:0043149",0.706,1,28,"Arp2/3 complex-mediated actin nucleation","stress fiber assembly","Arp2/3 complex-mediated actin nucleation",1
"GO:0034341",42,"GO:0050729",0.565,1,28,"response to interferon-gamma","positive regulation of inflammatory response","response to interferon-gamma",1
"GO:0034375",19,"GO:0034375",1,4,33,"high-density lipoprotein particle remodeling","high-density lipoprotein particle remodeling","high-density lipoprotein particle remodeling",4
"GO:0034383",19,"GO:0034375",0.775,1,26,"low-density lipoprotein particle clearance","high-density lipoprotein particle remodeling","low-density lipoprotein particle clearance",1
"GO:0034446",40,"GO:0033628",0.526,1,56,"substrate adhesion-dependent cell spreading","regulation of cell adhesion mediated by integrin","substrate adhesion-dependent cell spreading",1
"GO:0034587",78,"GO:0006400",0.642,1,19,"piRNA metabolic process","tRNA modification","piRNA metabolic process",1
"GO:0034605",16,"GO:0009612",0.658,1,73,"cellular response to heat","response to mechanical stimulus","cellular response to heat",1
"GO:0034614",14,"GO:0042542",0.933,2,36,"cellular response to reactive oxygen species","response to hydrogen peroxide","cellular response to reactive
oxygen species",2
"GO:0034638",31,"GO:0008203",0.45,1,6,"phosphatidylcholine catabolic process","cholesterol metabolic process","phosphatidylcholine catabolic process",1
"GO:0034644",16,"GO:0009612",0.628,1,52,"cellular response to UV","response to mechanical stimulus","cellular response to UV",1
"GO:0035050",46,"GO:0001525",0.661,1,16,"embryonic heart tube development","angiogenesis","embryonic heart tube development",1
"GO:0035082",18,"GO:1904158",0.818,1,22,"axoneme assembly","axonemal central apparatus assembly","axoneme assembly",1
"GO:0035115",65,"GO:0035116",0.803,2,34,"embryonic forelimb morphogenesis","embryonic hindlimb morphogenesis","embryonic forelimb morphogenesis",2
"GO:0035116",65,"GO:0035116",1,2,28,"embryonic hindlimb morphogenesis","embryonic hindlimb morphogenesis","embryonic hindlimb morphogenesis",2
"GO:0035264",83,"GO:0048843",0.664,1,83,"multicellular organism growth","negative regulation of axon extension involved in axon guidance","multicellular organism growth",1
"GO:0035335",26,"GO:0031954",0.354,1,107,"peptidyl-tyrosine dephosphorylation","positive regulation of protein autophosphorylation","peptidyl-tyrosine dephosphorylation",1
"GO:0035556",41,"GO:1901223",0.538,1,416,"intracellular signal transduction","negative regulation of NIK/NF-kappaB signaling","intracellular signal transduction",1
"GO:0035567",50,"GO:0007268",0.638,1,24,"non-canonical Wnt signaling pathway","chemical synaptic transmission","non-canonical Wnt signaling pathway",1
"GO:0035584",41,"GO:1901223",0.366,2,24,"calcium-mediated signaling using intracellular calcium source","negative regulation of NIK/NF-kappaB signaling","calcium-mediated signaling using intracellular
calcium source",2
"GO:0035633",33,"GO:0042632",0.417,1,2,"maintenance of blood-brain barrier","cholesterol homeostasis","maintenance of blood-brain barrier",1
"GO:0035721",72,"GO:0030705",0.805,1,14,"intraciliary retrograde transport","cytoskeleton-dependent intracellular transport","intraciliary retrograde transport",1
"GO:0035723",25,"GO:0045471",0.351,1,19,"interleukin-15-mediated signaling pathway","response to ethanol","interleukin-15-mediated signaling pathway",1
"GO:0035725",22,"GO:0070588",0.756,1,76,"sodium ion transmembrane transport","calcium ion transmembrane transport","sodium ion transmembrane transport",1
"GO:0035735",72,"GO:0030705",0.866,1,47,"intraciliary transport involved in cilium assembly","cytoskeleton-dependent intracellular transport","intraciliary transport involved in
cilium assembly",1
"GO:0035774",4,"GO:0002576",0.524,2,36,"positive regulation of insulin secretion involved in cellular response to glucose stimulus","platelet degranulation","positive regulation of insulin secretion involved
in cellular response to glucose stimulus",2
"GO:0035865",73,"GO:0035865",1,2,11,"cellular response to potassium ion","cellular response to potassium ion","cellular response to potassium ion",2
"GO:0035902",86,"GO:0035902",1,1,23,"response to immobilization stress","response to immobilization stress","response to immobilization stress",1
"GO:0035914",45,"GO:0030154",0.499,1,44,"skeletal muscle cell differentiation","cell differentiation","skeletal muscle cell differentiation",1
"GO:0035924",25,"GO:0045471",0.392,1,42,"cellular response to vascular endothelial growth factor stimulus","response to ethanol","cellular response to vascular
endothelial growth factor stimulus",1
"GO:0035970",26,"GO:0031954",0.316,1,17,"peptidyl-threonine dephosphorylation","positive regulation of protein autophosphorylation","peptidyl-threonine dephosphorylation",1
"GO:0035987",65,"GO:0035116",0.59,1,29,"endodermal cell differentiation","embryonic hindlimb morphogenesis","endodermal cell differentiation",1
"GO:0035994",16,"GO:0009612",0.842,1,15,"response to muscle stretch","response to mechanical stimulus","response to muscle stretch",1
"GO:0036120",25,"GO:0045471",0.353,1,21,"cellular response to platelet-derived growth factor stimulus","response to ethanol","cellular response to platelet-derived
growth factor stimulus",1
"GO:0036151",31,"GO:0008203",0.485,1,29,"phosphatidylcholine acyl-chain remodeling","cholesterol metabolic process","phosphatidylcholine acyl-chain remodeling",1
