"ID","cluster","parent","parentSimScore","score","size","term","parentTerm","Description","Freq"
"GO:0009408",51,"GO:0071260",0.619,1,47,"response to heat","cellular response to mechanical stimulus","response to heat",1
"GO:0009566",45,"GO:0007548",0.643,1,37,"fertilization","sex differentiation","fertilization",1
"GO:0009612",51,"GO:0071260",0.922,1,58,"response to mechanical stimulus","cellular response to mechanical stimulus","response to mechanical stimulus",1
"GO:0009636",9,"GO:0071346",0.386,2,65,"response to toxic substance","cellular response to interferon-gamma","response to toxic substance",2
"GO:0009749",75,"GO:0009749",0.999,1,70,"response to glucose","response to glucose","response to glucose",1
"GO:0009888",65,"GO:0003323",0.548,1,38,"tissue development","type B pancreatic cell development","tissue development",1
"GO:0009948",97,"GO:0009948",1,1,17,"anterior/posterior axis specification","anterior/posterior axis specification","anterior/posterior axis specification",1
"GO:0009954",97,"GO:0009948",0.695,1,23,"proximal/distal pattern formation","anterior/posterior axis specification","proximal/distal pattern formation",1
"GO:0010043",67,"GO:0010043",1,2,32,"response to zinc ion","response to zinc ion","response to zinc ion",2
"GO:0010165",51,"GO:0071260",0.545,1,20,"response to X-ray","cellular response to mechanical stimulus","response to X-ray",1
"GO:0010457",8,"GO:0003341",0.55,1,15,"centriole-centriole cohesion","cilium movement","centriole-centriole cohesion",1
"GO:0010460",33,"GO:0061337",0.747,2,22,"positive regulation of heart rate","cardiac conduction","positive regulation of heart rate",2
"GO:0010468",29,"GO:0006342",0.443,1,144,"regulation of gene expression","chromatin silencing","regulation of gene expression",1
"GO:0010470",47,"GO:0035116",0.588,1,10,"regulation of gastrulation","embryonic hindlimb morphogenesis","regulation of gastrulation",1
"GO:0010586",86,"GO:0010586",1,1,19,"miRNA metabolic process","miRNA metabolic process","miRNA metabolic process",1
"GO:0010594",11,"GO:0060326",0.667,2,8,"regulation of endothelial cell migration","cell chemotaxis","regulation of endothelial cell migration",2
"GO:0010629",29,"GO:0006342",0.591,1,243,"negative regulation of gene expression","chromatin silencing","negative regulation of gene expression",1
"GO:0010765",27,"GO:0090280",0.703,1,17,"positive regulation of sodium ion transport","positive regulation of calcium ion import","positive regulation of sodium
ion transport",1
"GO:0010812",6,"GO:0007155",0.687,2,18,"negative regulation of cell-substrate adhesion","cell adhesion","negative regulation of cell-substrate
adhesion",2
"GO:0010821",38,"GO:0007015",0.454,1,23,"regulation of mitochondrion organization","actin filament organization","regulation of mitochondrion organization",1
"GO:0010824",8,"GO:0003341",0.589,1,20,"regulation of centrosome duplication","cilium movement","regulation of centrosome duplication",1
"GO:0010832",15,"GO:0045595",0.587,1,16,"negative regulation of myotube differentiation","regulation of cell differentiation","negative regulation of myotube differentiation",1
"GO:0010839",28,"GO:0050680",0.837,1,14,"negative regulation of keratinocyte proliferation","negative regulation of epithelial cell proliferation","negative regulation of keratinocyte proliferation",1
"GO:0010842",81,"GO:0042462",0.783,1,24,"retina layer formation","eye photoreceptor cell development","retina layer formation",1
"GO:0010875",34,"GO:0120009",0.575,1,18,"positive regulation of cholesterol efflux","intermembrane lipid transfer","positive regulation of cholesterol efflux",1
"GO:0010887",34,"GO:0120009",0.548,1,11,"negative regulation of cholesterol storage","intermembrane lipid transfer","negative regulation of cholesterol storage",1
"GO:0010951",17,"GO:0010951",0.998,3,150,"negative regulation of endopeptidase activity","negative regulation of endopeptidase activity","negative regulation of endopeptidase activity",3
"GO:0010972",63,"GO:0045786",0.818,1,59,"negative regulation of G2/M transition of mitotic cell cycle","negative regulation of cell cycle","negative regulation of G2/M transition of
mitotic cell cycle",1
"GO:0010975",30,"GO:0010975",0.996,2,25,"regulation of neuron projection development","regulation of neuron projection development","regulation of neuron projection development",2
"GO:0010977",30,"GO:0010975",0.89,1,63,"negative regulation of neuron projection development","regulation of neuron projection development","negative regulation of neuron
projection development",1
"GO:0014003",30,"GO:0010975",0.554,1,25,"oligodendrocyte development","regulation of neuron projection development","oligodendrocyte development",1
"GO:0014066",37,"GO:0048015",0.96,2,22,"regulation of phosphatidylinositol 3-kinase signaling","phosphatidylinositol-mediated signaling","regulation of phosphatidylinositol 3-kinase
signaling",2
"GO:0014067",37,"GO:0048015",0.831,1,17,"negative regulation of phosphatidylinositol 3-kinase signaling","phosphatidylinositol-mediated signaling","negative regulation of phosphatidylinositol
3-kinase signaling",1
"GO:0014070",35,"GO:0030518",0.806,1,46,"response to organic cyclic compound","intracellular steroid hormone receptor signaling pathway","response to organic cyclic compound",1
"GO:0014894",33,"GO:0061337",0.601,1,10,"response to denervation involved in regulation of muscle adaptation","cardiac conduction","response to denervation involved
in regulation of muscle adaptation",1
"GO:0014911",11,"GO:0060326",0.578,2,20,"positive regulation of smooth muscle cell migration","cell chemotaxis","positive regulation of smooth
muscle cell migration",2
"GO:0015031",34,"GO:0120009",0.483,1,317,"protein transport","intermembrane lipid transfer","protein transport",1
"GO:0015701",27,"GO:0090280",0.414,1,57,"bicarbonate transport","positive regulation of calcium ion import","bicarbonate transport",1
"GO:0015718",27,"GO:0090280",0.449,1,13,"monocarboxylic acid transport","positive regulation of calcium ion import","monocarboxylic acid transport",1
"GO:0015721",27,"GO:0090280",0.404,1,33,"bile acid and bile salt transport","positive regulation of calcium ion import","bile acid and bile
salt transport",1
"GO:0015909",27,"GO:0090280",0.422,1,14,"long-chain fatty acid transport","positive regulation of calcium ion import","long-chain fatty acid transport",1
"GO:0015914",27,"GO:0090280",0.44,1,34,"phospholipid transport","positive regulation of calcium ion import","phospholipid transport",1
"GO:0016032",57,"GO:0019079",0.816,1,371,"viral process","viral genome replication","viral process",1
"GO:0016070",96,"GO:0016070",0.92,1,46,"RNA metabolic process","RNA metabolic process","RNA metabolic process",1
"GO:0016079",3,"GO:0016079",0.999,5,27,"synaptic vesicle exocytosis","synaptic vesicle exocytosis","synaptic vesicle exocytosis",5
"GO:0016081",3,"GO:0016079",0.83,1,11,"synaptic vesicle docking","synaptic vesicle exocytosis","synaptic vesicle docking",1
"GO:0016082",3,"GO:0016079",0.865,5,16,"synaptic vesicle priming","synaptic vesicle exocytosis","synaptic vesicle priming",5
"GO:0016239",4,"GO:0030574",0.425,2,37,"positive regulation of macroautophagy","collagen catabolic process","positive regulation of macroautophagy",2
"GO:0016311",94,"GO:0016311",0.995,1,92,"dephosphorylation","dephosphorylation","dephosphorylation",1
"GO:0016339",6,"GO:0007155",0.662,2,48,"calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","cell adhesion","calcium-dependent cell-cell adhesion via plasma membrane
cell adhesion molecules",2
"GO:0016477",11,"GO:0060326",0.821,1,238,"cell migration","cell chemotaxis","cell migration",1
"GO:0016485",59,"GO:0031638",0.888,1,70,"protein processing","zymogen activation","protein processing",1
"GO:0016525",23,"GO:0016525",0.998,3,130,"negative regulation of angiogenesis","negative regulation of angiogenesis","negative regulation of angiogenesis",3
"GO:0016575",88,"GO:0070932",0.909,1,42,"histone deacetylation","histone H3 deacetylation","histone deacetylation",1
"GO:0017148",84,"GO:0043101",0.489,1,83,"negative regulation of translation","purine-containing compound salvage","negative regulation of translation",1
"GO:0017157",79,"GO:0006897",0.621,1,31,"regulation of exocytosis","endocytosis","regulation of exocytosis",1
"GO:0018095",18,"GO:0050731",0.531,2,14,"protein polyglutamylation","positive regulation of peptidyl-tyrosine phosphorylation","protein polyglutamylation",2
"GO:0018105",18,"GO:0050731",0.673,1,202,"peptidyl-serine phosphorylation","positive regulation of peptidyl-tyrosine phosphorylation","peptidyl-serine phosphorylation",1
"GO:0018107",18,"GO:0050731",0.627,1,89,"peptidyl-threonine phosphorylation","positive regulation of peptidyl-tyrosine phosphorylation","peptidyl-threonine phosphorylation",1
"GO:0018108",18,"GO:0050731",0.934,2,130,"peptidyl-tyrosine phosphorylation","positive regulation of peptidyl-tyrosine phosphorylation","peptidyl-tyrosine phosphorylation",2
"GO:0018149",7,"GO:0044267",0.432,1,59,"peptide cross-linking","cellular protein metabolic process","peptide cross-linking",1
"GO:0018279",5,"GO:0006486",0.84,2,49,"protein N-linked glycosylation via asparagine","protein glycosylation","protein N-linked glycosylation via
asparagine",2
"GO:0019058",57,"GO:0019079",0.9,1,31,"viral life cycle","viral genome replication","viral life cycle",1
"GO:0019079",57,"GO:0019079",0.999,2,14,"viral genome replication","viral genome replication","viral genome replication",2
"GO:0019083",57,"GO:0019079",0.706,1,109,"viral transcription","viral genome replication","viral transcription",1
"GO:0019222",29,"GO:0006342",0.349,1,3,"regulation of metabolic process","chromatin silencing","regulation of metabolic process",1
"GO:0019226",33,"GO:0061337",0.872,2,19,"transmission of nerve impulse","cardiac conduction","transmission of nerve impulse",2
"GO:0019228",33,"GO:0061337",0.824,1,29,"neuronal action potential","cardiac conduction","neuronal action potential",1
"GO:0019369",53,"GO:0006520",0.636,1,28,"arachidonic acid metabolic process","cellular amino acid metabolic process","arachidonic acid metabolic process",1
"GO:0019722",37,"GO:0048015",0.494,1,86,"calcium-mediated signaling","phosphatidylinositol-mediated signaling","calcium-mediated signaling",1
"GO:0019827",110,"GO:0019827",0.999,1,52,"stem cell population maintenance","stem cell population maintenance","stem cell population maintenance",1
"GO:0019835",100,"GO:0019835",1,1,19,"cytolysis","cytolysis","cytolysis",1
"GO:0019933",37,"GO:0048015",0.488,1,32,"cAMP-mediated signaling","phosphatidylinositol-mediated signaling","cAMP-mediated signaling",1
"GO:0019934",37,"GO:0048015",0.427,2,25,"cGMP-mediated signaling","phosphatidylinositol-mediated signaling","cGMP-mediated signaling",2
"GO:0021537",39,"GO:0048854",0.665,2,18,"telencephalon development","brain morphogenesis","telencephalon development",2
"GO:0021591",39,"GO:0048854",0.572,1,14,"ventricular system development","brain morphogenesis","ventricular system development",1
"GO:0021675",30,"GO:0010975",0.503,2,13,"nerve development","regulation of neuron projection development","nerve development",2
"GO:0021756",39,"GO:0048854",0.556,1,12,"striatum development","brain morphogenesis","striatum development",1
"GO:0021987",39,"GO:0048854",0.622,1,68,"cerebral cortex development","brain morphogenesis","cerebral cortex development",1
"GO:0022011",30,"GO:0010975",0.53,1,18,"myelination in peripheral nervous system","regulation of neuron projection development","myelination in peripheral nervous system",1
"GO:0022400",51,"GO:0071260",0.73,1,27,"regulation of rhodopsin mediated signaling pathway","cellular response to mechanical stimulus","regulation of rhodopsin mediated
signaling pathway",1
"GO:0030010",1,"GO:0030010",0.999,5,40,"establishment of cell polarity","establishment of cell polarity","establishment of cell polarity",5
"GO:0030011",1,"GO:0030010",0.797,1,8,"maintenance of cell polarity","establishment of cell polarity","maintenance of cell polarity",1
"GO:0030030",54,"GO:0060271",0.827,1,37,"cell projection organization","cilium assembly","cell projection organization",1
"GO:0030036",38,"GO:0007015",0.931,1,162,"actin cytoskeleton organization","actin filament organization","actin cytoskeleton organization",1
"GO:0030042",22,"GO:0051289",0.505,1,15,"actin filament depolymerization","protein homotetramerization","actin filament depolymerization",1
"GO:0030073",34,"GO:0120009",0.408,1,35,"insulin secretion","intermembrane lipid transfer","insulin secretion",1
"GO:0030097",77,"GO:0030316",0.778,1,55,"hemopoiesis","osteoclast differentiation","hemopoiesis",1
"GO:0030148",84,"GO:0043101",0.479,1,63,"sphingolipid biosynthetic process","purine-containing compound salvage","sphingolipid biosynthetic process",1
"GO:0030154",15,"GO:0045595",0.783,1,548,"cell differentiation","regulation of cell differentiation","cell differentiation",1
"GO:0030155",6,"GO:0007155",0.891,1,45,"regulation of cell adhesion","cell adhesion","regulation of cell adhesion",1
"GO:0030198",10,"GO:0030198",0.997,4,258,"extracellular matrix organization","extracellular matrix organization","extracellular matrix organization",4
"GO:0030199",10,"GO:0030198",0.844,3,57,"collagen fibril organization","extracellular matrix organization","collagen fibril organization",3
"GO:0030210",12,"GO:0006027",0.729,1,9,"heparin biosynthetic process","glycosaminoglycan catabolic process","heparin biosynthetic process",1
"GO:0030216",16,"GO:0043588",0.966,1,86,"keratinocyte differentiation","skin development","keratinocyte differentiation",1
"GO:0030217",52,"GO:0030449",0.401,1,36,"T cell differentiation","regulation of complement activation","T cell differentiation",1
"GO:0030220",77,"GO:0030316",0.682,1,20,"platelet formation","osteoclast differentiation","platelet formation",1
"GO:0030224",77,"GO:0030316",0.814,1,18,"monocyte differentiation","osteoclast differentiation","monocyte differentiation",1
"GO:0030225",77,"GO:0030316",0.827,1,21,"macrophage differentiation","osteoclast differentiation","macrophage differentiation",1
"GO:0030259",36,"GO:0006695",0.439,1,12,"lipid glycosylation","cholesterol biosynthetic process","lipid glycosylation",1
"GO:0030282",65,"GO:0003323",0.426,1,46,"bone mineralization","type B pancreatic cell development","bone mineralization",1
"GO:0030308",41,"GO:0030308",0.999,2,127,"negative regulation of cell growth","negative regulation of cell growth","negative regulation of cell growth",2
"GO:0030316",77,"GO:0030316",0.999,1,38,"osteoclast differentiation","osteoclast differentiation","osteoclast differentiation",1
"GO:0030317",11,"GO:0060326",0.597,1,66,"flagellated sperm motility","cell chemotaxis","flagellated sperm motility",1
"GO:0030326",47,"GO:0035116",0.885,1,38,"embryonic limb morphogenesis","embryonic hindlimb morphogenesis","embryonic limb morphogenesis",1
"GO:0030334",11,"GO:0060326",0.764,1,93,"regulation of cell migration","cell chemotaxis","regulation of cell migration",1
"GO:0030335",11,"GO:0060326",0.724,1,259,"positive regulation of cell migration","cell chemotaxis","positive regulation of cell migration",1
"GO:0030449",52,"GO:0030449",0.999,2,113,"regulation of complement activation","regulation of complement activation","regulation of complement activation",2
"GO:0030518",35,"GO:0030518",0.999,2,7,"intracellular steroid hormone receptor signaling pathway","intracellular steroid hormone receptor signaling pathway","intracellular steroid hormone receptor
signaling pathway",2
"GO:0030520",35,"GO:0030518",0.933,1,22,"intracellular estrogen receptor signaling pathway","intracellular steroid hormone receptor signaling pathway","intracellular estrogen receptor signaling pathway",1
"GO:0030534",44,"GO:0035176",0.667,1,30,"adult behavior","social behavior","adult behavior",1
"GO:0030574",4,"GO:0030574",1,4,62,"collagen catabolic process","collagen catabolic process","collagen catabolic process",4
"GO:0030705",3,"GO:0016079",0.518,1,18,"cytoskeleton-dependent intracellular transport","synaptic vesicle exocytosis","cytoskeleton-dependent intracellular transport",1
"GO:0030836",22,"GO:0051289",0.454,1,9,"positive regulation of actin filament depolymerization","protein homotetramerization","positive regulation of actin
filament depolymerization",1
"GO:0030889",52,"GO:0030449",0.44,1,17,"negative regulation of B cell proliferation","regulation of complement activation","negative regulation of B
cell proliferation",1
"GO:0030901",39,"GO:0048854",0.619,2,28,"midbrain development","brain morphogenesis","midbrain development",2
"GO:0030902",39,"GO:0048854",0.642,1,18,"hindbrain development","brain morphogenesis","hindbrain development",1
"GO:0030948",9,"GO:0071346",0.401,1,14,"negative regulation of vascular endothelial growth factor receptor signaling pathway","cellular response to interferon-gamma","negative regulation of vascular endothelial growth
factor receptor signaling pathway",1
"GO:0030949",9,"GO:0071346",0.409,2,19,"positive regulation of vascular endothelial growth factor receptor signaling pathway","cellular response to interferon-gamma","positive regulation of vascular endothelial growth
factor receptor signaling pathway",2
"GO:0030953",8,"GO:0003341",0.523,1,8,"astral microtubule organization","cilium movement","astral microtubule organization",1
"GO:0030968",9,"GO:0071346",0.477,1,56,"endoplasmic reticulum unfolded protein response","cellular response to interferon-gamma","endoplasmic reticulum unfolded protein response",1
"GO:0031076",81,"GO:0042462",0.69,1,12,"embryonic camera-type eye development","eye photoreceptor cell development","embryonic camera-type eye development",1
"GO:0031103",70,"GO:0031103",1,2,17,"axon regeneration","axon regeneration","axon regeneration",2
"GO:0031115",22,"GO:0051289",0.474,1,14,"negative regulation of microtubule polymerization","protein homotetramerization","negative regulation of microtubule polymerization",1
"GO:0031145",17,"GO:0010951",0.538,1,89,"anaphase-promoting complex-dependent catabolic process","negative regulation of endopeptidase activity","anaphase-promoting complex-dependent catabolic process",1
"GO:0031167",40,"GO:0032259",0.79,1,20,"rRNA methylation","methylation","rRNA methylation",1
"GO:0031175",30,"GO:0010975",0.899,1,131,"neuron projection development","regulation of neuron projection development","neuron projection development",1
"GO:0031214",65,"GO:0003323",0.438,1,29,"biomineral tissue development","type B pancreatic cell development","biomineral tissue development",1
"GO:0031297",95,"GO:0006261",0.873,1,38,"replication fork processing","DNA-dependent DNA replication","replication fork processing",1
"GO:0031398",80,"GO:0031398",0.999,1,83,"positive regulation of protein ubiquitination","positive regulation of protein ubiquitination","positive regulation of protein ubiquitination",1
"GO:0031424",16,"GO:0043588",0.934,1,182,"keratinization","skin development","keratinization",1
"GO:0031638",59,"GO:0031638",1,2,18,"zymogen activation","zymogen activation","zymogen activation",2
"GO:0031643",33,"GO:0061337",0.624,1,18,"positive regulation of myelination","cardiac conduction","positive regulation of myelination",1
"GO:0031663",75,"GO:0009749",0.531,1,35,"lipopolysaccharide-mediated signaling pathway","response to glucose","lipopolysaccharide-mediated signaling pathway",1
"GO:0031954",7,"GO:0044267",0.397,1,25,"positive regulation of protein autophosphorylation","cellular protein metabolic process","positive regulation of protein autophosphorylation",1
"GO:0032092",58,"GO:0043405",0.5,1,66,"positive regulation of protein binding","regulation of MAP kinase activity","positive regulation of protein binding",1
"GO:0032094",66,"GO:0009267",0.741,1,21,"response to food","cellular response to starvation","response to food",1
"GO:0032147",58,"GO:0043405",0.829,1,97,"activation of protein kinase activity","regulation of MAP kinase activity","activation of protein kinase activity",1
"GO:0032212",60,"GO:0000729",0.465,1,40,"positive regulation of telomere maintenance via telomerase","DNA double-strand break processing","positive regulation of telomere
maintenance via telomerase",1
"GO:0032228",42,"GO:0007267",0.589,1,14,"regulation of synaptic transmission, GABAergic","cell-cell signaling","regulation of synaptic transmission, GABAergic",1
"GO:0032259",40,"GO:0032259",0.996,2,66,"methylation","methylation","methylation",2
"GO:0032270",7,"GO:0044267",0.686,1,16,"positive regulation of cellular protein metabolic process","cellular protein metabolic process","positive regulation of cellular
protein metabolic process",1
"GO:0032355",75,"GO:0009749",0.563,1,99,"response to estradiol","response to glucose","response to estradiol",1
"GO:0032435",17,"GO:0010951",0.796,1,32,"negative regulation of proteasomal ubiquitin-dependent protein catabolic process","negative regulation of endopeptidase activity","negative regulation of proteasomal
ubiquitin-dependent protein catabolic process",1
"GO:0032436",17,"GO:0010951",0.73,1,85,"positive regulation of proteasomal ubiquitin-dependent protein catabolic process","negative regulation of endopeptidase activity","positive regulation of proteasomal
ubiquitin-dependent protein catabolic process",1
"GO:0032480",25,"GO:0032720",0.724,1,32,"negative regulation of type I interferon production","negative regulation of tumor necrosis factor production","negative regulation of type
I interferon production",1
"GO:0032482",37,"GO:0048015",0.445,1,71,"Rab protein signal transduction","phosphatidylinositol-mediated signaling","Rab protein signal transduction",1
"GO:0032511",3,"GO:0016079",0.424,1,4,"late endosome to vacuole transport via multivesicular body sorting pathway","synaptic vesicle exocytosis","late endosome to vacuole transport via
multivesicular body sorting pathway",1
"GO:0032515",94,"GO:0016311",0.806,1,53,"negative regulation of phosphoprotein phosphatase activity","dephosphorylation","negative regulation of phosphoprotein
phosphatase activity",1
"GO:0032703",25,"GO:0032720",0.691,1,16,"negative regulation of interleukin-2 production","negative regulation of tumor necrosis factor production","negative regulation of interleukin-2
production",1
"GO:0032715",25,"GO:0032720",0.731,1,38,"negative regulation of interleukin-6 production","negative regulation of tumor necrosis factor production","negative regulation of interleukin-6
production",1
"GO:0032717",25,"GO:0032720",0.691,1,9,"negative regulation of interleukin-8 production","negative regulation of tumor necrosis factor production","negative regulation of interleukin-8
production",1
"GO:0032720",25,"GO:0032720",0.999,3,59,"negative regulation of tumor necrosis factor production","negative regulation of tumor necrosis factor production","negative regulation of tumor
necrosis factor production",3
"GO:0032722",25,"GO:0032720",0.583,1,20,"positive regulation of chemokine production","negative regulation of tumor necrosis factor production","positive regulation of chemokine production",1
"GO:0032728",25,"GO:0032720",0.564,1,32,"positive regulation of interferon-beta production","negative regulation of tumor necrosis factor production","positive regulation of interferon-beta
production",1
"GO:0032786",96,"GO:0016070",0.43,1,16,"positive regulation of DNA-templated transcription, elongation","RNA metabolic process","positive regulation of DNA-templated
transcription, elongation",1
"GO:0032836",10,"GO:0030198",0.755,1,12,"glomerular basement membrane development","extracellular matrix organization","glomerular basement membrane development",1
"GO:0032868",35,"GO:0030518",0.702,1,66,"response to insulin","intracellular steroid hormone receptor signaling pathway","response to insulin",1
"GO:0032874",7,"GO:0044267",0.492,1,17,"positive regulation of stress-activated MAPK cascade","cellular protein metabolic process","positive regulation of stress-activated
MAPK cascade",1
"GO:0032930",71,"GO:2000379",0.891,1,21,"positive regulation of superoxide anion generation","positive regulation of reactive oxygen species metabolic process","positive regulation of superoxide
anion generation",1
"GO:0032933",93,"GO:0032933",1,1,10,"SREBP signaling pathway","SREBP signaling pathway","SREBP signaling pathway",1
"GO:0033147",35,"GO:0030518",0.849,1,15,"negative regulation of intracellular estrogen receptor signaling pathway","intracellular steroid hormone receptor signaling pathway","negative regulation of intracellular
estrogen receptor signaling pathway",1
"GO:0033173",37,"GO:0048015",0.432,1,15,"calcineurin-NFAT signaling cascade","phosphatidylinositol-mediated signaling","calcineurin-NFAT signaling cascade",1
"GO:0033189",66,"GO:0009267",0.699,1,19,"response to vitamin A","cellular response to starvation","response to vitamin A",1
"GO:0033209",9,"GO:0071346",0.654,1,131,"tumor necrosis factor-mediated signaling pathway","cellular response to interferon-gamma","tumor necrosis factor-mediated signaling
pathway",1
"GO:0033365",34,"GO:0120009",0.444,2,15,"protein localization to organelle","intermembrane lipid transfer","protein localization to organelle",2
"GO:0033572",27,"GO:0090280",0.508,1,40,"transferrin transport","positive regulation of calcium ion import","transferrin transport",1
"GO:0033574",75,"GO:0009749",0.515,1,30,"response to testosterone","response to glucose","response to testosterone",1
"GO:0033622",22,"GO:0051289",0.489,3,10,"integrin activation","protein homotetramerization","integrin activation",3
"GO:0033627",6,"GO:0007155",0.691,1,27,"cell adhesion mediated by integrin","cell adhesion","cell adhesion mediated by integrin",1
"GO:0033628",6,"GO:0007155",0.662,1,14,"regulation of cell adhesion mediated by integrin","cell adhesion","regulation of cell adhesion
mediated by integrin",1
"GO:0034097",9,"GO:0071346",0.775,1,51,"response to cytokine","cellular response to interferon-gamma","response to cytokine",1
"GO:0034142",48,"GO:0002756",0.776,1,20,"toll-like receptor 4 signaling pathway","MyD88-independent toll-like receptor signaling pathway","toll-like receptor 4 signaling
pathway",1
"GO:0034198",66,"GO:0009267",0.918,1,50,"cellular response to amino acid starvation","cellular response to starvation","cellular response to amino
acid starvation",1
"GO:0034220",49,"GO:0055085",0.952,1,258,"ion transmembrane transport","transmembrane transport","ion transmembrane transport",1
"GO:0034244",96,"GO:0016070",0.391,1,13,"negative regulation of transcription elongation from RNA polymerase II promoter","RNA metabolic process","negative regulation of transcription elongation from
RNA polymerase II promoter",1
"GO:0034332",32,"GO:0007416",0.709,1,60,"adherens junction organization","synapse assembly","adherens junction organization",1
"GO:0034341",9,"GO:0071346",0.989,1,28,"response to interferon-gamma","cellular response to interferon-gamma","response to interferon-gamma",1
"GO:0034389",38,"GO:0007015",0.38,1,26,"lipid droplet organization","actin filament organization","lipid droplet organization",1
"GO:0034453",8,"GO:0003341",0.571,1,16,"microtubule anchoring","cilium movement","microtubule anchoring",1
"GO:0034498",79,"GO:0006897",0.476,1,9,"early endosome to Golgi transport","endocytosis","early endosome to Golgi transport",1
"GO:0034622",22,"GO:0051289",0.665,1,21,"cellular protein-containing complex assembly","protein homotetramerization","cellular protein-containing complex assembly",1
"GO:0034975",19,"GO:0006457",0.806,3,16,"protein folding in endoplasmic reticulum","protein folding","protein folding in endoplasmic reticulum",3
"GO:0034976",26,"GO:0034976",0.996,3,81,"response to endoplasmic reticulum stress","response to endoplasmic reticulum stress","response to endoplasmic reticulum stress",3
"GO:0035023",37,"GO:0048015",0.469,1,87,"regulation of Rho protein signal transduction","phosphatidylinositol-mediated signaling","regulation of Rho protein
signal transduction",1
"GO:0035025",37,"GO:0048015",0.421,2,35,"positive regulation of Rho protein signal transduction","phosphatidylinositol-mediated signaling","positive regulation of Rho
protein signal transduction",2
"GO:0035082",54,"GO:0060271",0.855,1,22,"axoneme assembly","cilium assembly","axoneme assembly",1
"GO:0035116",47,"GO:0035116",1,2,28,"embryonic hindlimb morphogenesis","embryonic hindlimb morphogenesis","embryonic hindlimb morphogenesis",2
"GO:0035162",47,"GO:0035116",0.494,1,16,"embryonic hemopoiesis","embryonic hindlimb morphogenesis","embryonic hemopoiesis",1
"GO:0035176",44,"GO:0035176",1,2,53,"social behavior","social behavior","social behavior",2
"GO:0035269",5,"GO:0006486",0.804,2,26,"protein O-linked mannosylation","protein glycosylation","protein O-linked mannosylation",2
"GO:0035338",84,"GO:0043101",0.694,1,19,"long-chain fatty-acyl-CoA biosynthetic process","purine-containing compound salvage","long-chain fatty-acyl-CoA biosynthetic process",1
"GO:0035435",27,"GO:0090280",0.384,1,14,"phosphate ion transmembrane transport","positive regulation of calcium ion import","phosphate ion transmembrane transport",1
"GO:0035666",48,"GO:0002756",0.958,1,32,"TRIF-dependent toll-like receptor signaling pathway","MyD88-independent toll-like receptor signaling pathway","TRIF-dependent toll-like receptor signaling
pathway",1
"GO:0035690",20,"GO:0042493",0.887,1,57,"cellular response to drug","response to drug","cellular response to drug",1
"GO:0035721",3,"GO:0016079",0.421,1,14,"intraciliary retrograde transport","synaptic vesicle exocytosis","intraciliary retrograde transport",1
"GO:0035725",27,"GO:0090280",0.561,1,76,"sodium ion transmembrane transport","positive regulation of calcium ion import","sodium ion transmembrane transport",1
"GO:0035729",9,"GO:0071346",0.408,1,17,"cellular response to hepatocyte growth factor stimulus","cellular response to interferon-gamma","cellular response to hepatocyte
growth factor stimulus",1
"GO:0035735",3,"GO:0016079",0.452,1,47,"intraciliary transport involved in cilium assembly","synaptic vesicle exocytosis","intraciliary transport involved in
cilium assembly",1
"GO:0035810",33,"GO:0061337",0.444,1,14,"positive regulation of urine volume","cardiac conduction","positive regulation of urine volume",1
"GO:0035815",31,"GO:0006874",0.671,1,14,"positive regulation of renal sodium excretion","cellular calcium ion homeostasis","positive regulation of renal
sodium excretion",1
"GO:0035902",90,"GO:0035902",1,1,23,"response to immobilization stress","response to immobilization stress","response to immobilization stress",1
"GO:0035904",23,"GO:0016525",0.656,1,21,"aorta development","negative regulation of angiogenesis","aorta development",1
"GO:0035914",15,"GO:0045595",0.451,1,44,"skeletal muscle cell differentiation","regulation of cell differentiation","skeletal muscle cell differentiation",1
"GO:0035987",47,"GO:0035116",0.59,1,29,"endodermal cell differentiation","embryonic hindlimb morphogenesis","endodermal cell differentiation",1
"GO:0035988",28,"GO:0050680",0.479,2,11,"chondrocyte proliferation","negative regulation of epithelial cell proliferation","chondrocyte proliferation",2
"GO:0035999",53,"GO:0006520",0.576,1,20,"tetrahydrofolate interconversion","cellular amino acid metabolic process","tetrahydrofolate interconversion",1
"GO:0036158",54,"GO:0060271",0.773,1,26,"outer dynein arm assembly","cilium assembly","outer dynein arm assembly",1
"GO:0036159",54,"GO:0060271",0.764,2,22,"inner dynein arm assembly","cilium assembly","inner dynein arm assembly",2
"GO:0036258",13,"GO:0007009",0.711,1,31,"multivesicular body assembly","plasma membrane organization","multivesicular body assembly",1
"GO:0036498",9,"GO:0071346",0.447,2,57,"IRE1-mediated unfolded protein response","cellular response to interferon-gamma","IRE1-mediated unfolded protein response",2
"GO:0038003",50,"GO:0007186",0.62,1,13,"opioid receptor signaling pathway","G protein-coupled receptor signaling pathway","opioid receptor signaling pathway",1
"GO:0038026",56,"GO:0038026",1,2,7,"reelin-mediated signaling pathway","reelin-mediated signaling pathway","reelin-mediated signaling pathway",2
"GO:0038063",24,"GO:0071526",0.33,1,11,"collagen-activated tyrosine kinase receptor signaling pathway","semaphorin-plexin signaling pathway","collagen-activated tyrosine kinase receptor
signaling pathway",1
