"best_anno","most_freq_anno","anno_score","was_loc","GeneID"
"LOC113985004","LOC113985004","1","N","LOC113985004"
"GKN1","GKN1","2","Y","LOC113985006"
"LOC113985097","LOC113985097","1","N","LOC113985097"
"LOC113985096","LOC113985096","1","N","LOC113985096"
"LOC113985610","LOC113985610","1","N","LOC113985610"
"LOC113985617","LOC113985617","1","N","LOC113985617"
"A1CF","A1CF","2","N","A1CF"
"A2M","A2M","2","N","A2M"
"A2ML1","A2ML1","3","N","A2ML1"
"A4GALT","A4GALT","3","N","A4GALT"
"A4GNT","A4GNT","3","N","A4GNT"
"AAAS","AAAS","2","N","AAAS"
"AACS","AACS","3","N","AACS"
"AADAC","AADAC","2","N","AADAC"
"AADACL4","AADACL4","2","Y","LOC113995829"
"LOC113995831","LOC113995831","1","N","LOC113995831"
"AADACL4","AADACL4","2","Y","LOC113995832"
"AADACL4","AADACL4","2","Y","LOC113995833"
"AADAT","AADAT","2","N","AADAT"
"AAGAB","AAGAB","3","N","AAGAB"
"AAK1","AAK1","2","N","AAK1"
"AAMDC","AAMDC","3","N","AAMDC"
"AAMP","AAMP","3","N","AAMP"
"AANAT","AANAT","3","N","AANAT"
"AAR2","AAR2","3","N","AAR2"
"AARS","AARS","3","N","AARS"
"AARS2","AARS2","3","N","AARS2"
"AASDH","AASDH","2","N","AASDH"
"AASDHPPT","AASDHPPT","3","N","AASDHPPT"
"AASS","AASS","2","N","AASS"
"AATF","AATF","3","N","AATF"
"AATK","AATK","2","N","AATK"
"ABAT","ABAT","2","N","ABAT"
"ABCA1","ABCA1","3","N","ABCA1"
"ABCA1","ABCA1","2","N","ABCA7"
"ABCA12","ABCA12","2","N","ABCA12"
"ABCA13","ABCA13","3","N","ABCA13"
"ABCA2","ABCA2","2","N","ABCA2"
"ABCA3","ABCA3","2","N","ABCA3"
"ABCA4","ABCA4","2","N","ABCA4"
"ABCA5","ABCA5","2","N","ABCA5"
"ABCB1","ABCB1","2","Y","LOC114001861"
"ABCB10","ABCB10","3","N","ABCB10"
"ABCB1","ABCB1","3","N","ABCB11"
"ABCB1","ABCB1","2","N","ABCB5"
"ABCB6","ABCB6","3","N","ABCB6"
"ABCB7","ABCB7","2","N","ABCB7"
"LOC113998117","LOC113998117","1","N","LOC113998117"
"ABCB8","ABCB8","2","N","ABCB8"
"ABCB9","ABCB9","2","N","ABCB9"
"ABCC2","ABCC2","2","N","ABCC2"
"LOC113982120","LOC113982120","1","N","LOC113982120"
"ABCC1","ABCC1","2","N","ABCC10"
"ABCC3","ABCC3","2","N","ABCC3"
"ABCC4","ABCC4","3","N","ABCC4"
"ABCC5","ABCC5","2","N","ABCC5"
"ABCC6","ABCC6","2","Y","LOC114000062"
"ABCC8","ABCC8","2","N","ABCC8"
"ABCC9","ABCC9","1","N","ABCC9"
"ABCD2","ABCD2","3","N","ABCD2"
"ABCD3","ABCD3","3","N","ABCD3"
"ABCD4","ABCD4","2","N","ABCD4"
"ABCE1","ABCE1","3","N","ABCE1"
"ABCF2","ABCF2","3","N","ABCF2"
"ABCF3","ABCF3","3","N","ABCF3"
"ABCG2","ABCG2","3","N","ABCG2"
"ABCG4","ABCG4","2","N","ABCG4"
"ABCG1","ABCG1","1","N","ABCG1"
"ABCG5","ABCG5","3","N","ABCG5"
"ABCG8","ABCG8","2","N","ABCG8"
"ABHD10","ABHD10","3","N","ABHD10"
"ABHD11","ABHD11","2","N","ABHD11"
"ABHD12","ABHD12","3","N","ABHD12"
"ABHD12","ABHD12","3","N","ABHD12B"
"ABHD13","ABHD13","3","N","ABHD13"
"ABHD14A","ABHD14A","3","N","ABHD14A"
"ABHD15","ABHD15","2","N","ABHD15"
"ABHD17A","ABHD17A","3","N","ABHD17A"
"ABHD17B","ABHD17B","3","N","ABHD17B"
"ABHD17C","ABHD17C","3","N","ABHD17C"
"ABHD18","ABHD18","3","N","ABHD18"
"ABHD2","ABHD2","2","N","ABHD2"
"ABHD3","ABHD3","2","N","ABHD3"
"ABHD5","ABHD5","2","N","ABHD5"
"ABHD6","ABHD6","2","N","ABHD6"
"ABHD8","ABHD8","3","N","ABHD8"
"ABI1","ABI1","3","N","ABI1"
"ABI2","ABI2","2","N","ABI2"
"LOC113993375","LOC113993375","1","N","LOC113993375"
"ABI3","ABI3","3","N","ABI3"
"ABI3BP","ABI3BP","2","N","ABI3BP"
"FAM206A","FAM206A","2","N","FAM206A"
"ABLIM1","ABLIM1","3","N","ABLIM1"
"ABLIM2","ABLIM2","2","N","ABLIM2"
"ABLIM3","ABLIM3","2","N","ABLIM3"
"LOC113985291","LOC113985291","1","N","LOC113985291"
"ABR","ABR","2","N","ABR"
"ABRA","ABRA","3","N","ABRA"
"ABRACL","ABRACL","3","N","ABRACL"
"ABRAXAS1","ABRAXAS1","2","N","ABRAXAS1"
"ABRAXAS2","ABRAXAS2","2","N","ABRAXAS2"
"ABTB1","ABTB1","3","N","ABTB1"
"ABTB2","ABTB2","3","N","ABTB2"
"ABTB2","ABTB2","2","N","BTBD11"
"ACAA1","ACAA1","3","N","ACAA1"
"ACAA2","ACAA2","3","N","ACAA2"
"ACACA","ACACA","3","N","ACACA"
"ACACB","ACACB","3","N","ACACB"
"ACAD10","ACAD10","2","N","ACAD10"
"ACAD11","ACAD11","3","N","ACAD11"
"ACAD8","ACAD8","3","N","ACAD8"
"ACAD9","ACAD9","3","N","ACAD9"
"ACADL","ACADL","3","N","ACADL"
"ACADM","ACADM","2","N","ACADM"
"ACADS","ACADS","3","N","ACADS"
"ACADSB","ACADSB","3","N","ACADSB"
"ACAN","ACAN","3","N","ACAN"
"ACAP3","ACAP3","2","N","ACAP3"
"ACAP2","ACAP2","2","N","ACAP2"
"ACAT1","ACAT1","3","N","ACAT1"
"ACAT2","ACAT2","3","N","ACAT2"
"ACBD3","ACBD3","3","N","ACBD3"
"ACBD5","ACBD5","3","N","ACBD5"
"ACBD5","ACBD5","2","N","ACBD4"
"ACBD6","ACBD6","3","N","ACBD6"
"ACBD7","ACBD7","2","N","ACBD7"
"ACCS","ACCS","2","N","ACCS"
"ACE","ACE","3","N","ACE"
"ACE2","ACE2","3","N","ACE2"
"ACER1","ACER1","2","N","ACER1"
"ACER2","ACER2","3","N","ACER2"
"ACER3","ACER3","2","N","ACER3"
"ACKR2","ACKR2","2","N","ACKR2"
"ACKR3","ACKR3","2","N","ACKR3"
"ACKR4","ACKR4","3","N","ACKR4"
"ACLY","ACLY","3","N","ACLY"
"ACMSD","ACMSD","2","N","ACMSD"
"ACO1","ACO1","3","N","ACO1"
"ACO2","ACO2","3","N","ACO2"
"ACOD1","ACOD1","3","N","ACOD1"
"ACOT11","ACOT11","2","N","ACOT11"
"ACOT12","ACOT12","2","N","ACOT12"
"ACOT13","ACOT13","3","N","ACOT13"
"ACOT8","ACOT8","3","N","ACOT8"
"ACOT9","ACOT9","3","N","ACOT9"
"ACOX1","ACOX1","3","N","ACOX1"
"ACOX2","ACOX2","2","N","ACOX2"
"ACOX3","ACOX3","2","N","ACOX3"
"ACP1","ACP1","3","N","ACP1"
"ACP2","ACP2","3","N","ACP2"
"ACP2","ACP2","2","Y","LOC114002566"
"ACP5","ACP5","3","N","ACP5"
"ACP6","ACP6","3","N","ACP6"
"ACRBP","ACRBP","3","N","ACRBP"
"ACSBG1","ACSBG1","2","N","ACSBG1"
"ACSBG2","ACSBG2","3","N","ACSBG2"
"ACSF2","ACSF2","3","N","ACSF2"
"ACSF3","ACSF3","2","N","ACSF3"
"ACSL1","ACSL1","3","N","ACSL1"
"ACSL3","ACSL3","2","N","ACSL3"
"ACSL4","ACSL4","2","N","ACSL4"
"ACSL5","ACSL5","3","N","ACSL5"
"ACSL6","ACSL6","2","N","ACSL6"
"ACSS1","ACSS1","2","N","ACSS1"
"ACSS2","ACSS2","2","N","ACSS2"
"ACSS3","ACSS3","2","N","ACSS3"
"ACTA1","ACTA1","3","N","ACTA1"
"ACTA2","ACTA2","3","N","ACTA2"
"ACTB","ACTB","3","N","ACTB"
"ACTC1","ACTC1","3","N","ACTC1"
"ACTG1","ACTG1","2","N","ACTG1"
"ACTG2","ACTG2","3","N","ACTG2"
"ACTL10","ACTL10","2","N","ACTL10"
"ACTL6A","ACTL6A","3","N","ACTL6A"
"ACTL6B","ACTL6B","3","N","ACTL6B"
"ACTN2","ACTN2","3","N","ACTN2"
"ACTN4","ACTN4","2","N","ACTN1"
"ACTR10","ACTR10","3","N","ACTR10"
"ACTR1A","ACTR1A","3","N","ACTR1A"
"ACTR2","ACTR2","3","N","ACTR2"
"ACTR3","ACTR3","3","N","ACTR3"
"ACTR3","ACTR3","3","N","ACTR3B"
"ACTR5","ACTR5","3","N","ACTR5"
"ACTR6","ACTR6","3","N","ACTR6"
"ACTR8","ACTR8","3","N","ACTR8"
"ACVR1","ACVR1","2","N","ACVR1"
"ACVR1B","ACVR1B","2","N","ACVR1B"
"ACVR1C","ACVR1C","2","N","ACVR1C"
"ACVR2A","ACVR2A","3","N","ACVR2A"
"ACVR2B","ACVR2B","3","N","ACVR2B"
"ACVRL1","ACVRL1","3","N","ACVRL1"
"ACYP1","ACYP1","3","N","ACYP1"
"ACYP2","ACYP2","3","N","ACYP2"
"ADA","ADA","3","N","ADA"
"ADA","ADA","2","Y","LOC113994313"
"ADAD1","ADAD1","3","N","ADAD1"
"ADAL","ADAL","3","N","ADAL"
"ADAM10","ADAM10","3","N","ADAM10"
"ADAM11","ADAM11","3","N","ADAM11"
"ADAM12","ADAM12","3","N","ADAM12"
"ADAM15","ADAM15","2","N","ADAM15"
"ADAM17","ADAM17","3","N","ADAM17"
"ADAM19","ADAM19","3","N","ADAM19"
"ADAM22","ADAM22","2","N","ADAM22"
"ADAM23","ADAM23","3","N","ADAM23"
"ADAM28","ADAM28","2","N","ADAM28"
"ADAM8","ADAM8","2","N","ADAM8"
"ADAM9","ADAM9","3","N","ADAM9"
"ADAM9","ADAM9","2","Y","LOC113990733"
"ADAMTS1","ADAMTS1","3","N","ADAMTS1"
"ADAMTS10","ADAMTS10","2","N","ADAMTS10"
"ADAMTS12","ADAMTS12","2","N","ADAMTS12"
"ADAMTS13","ADAMTS13","3","N","ADAMTS13"
"ADAMTS14","ADAMTS14","2","N","ADAMTS14"
"ADAMTS15","ADAMTS15","3","N","ADAMTS15"
"ADAMTS17","ADAMTS17","2","N","ADAMTS17"
"ADAMTS18","ADAMTS18","2","N","ADAMTS18"
"ADAMTS19","ADAMTS19","2","N","ADAMTS19"
"ADAMTS2","ADAMTS2","3","N","ADAMTS2"
"ADAMTS3","ADAMTS3","2","N","ADAMTS3"
"ADAMTS5","ADAMTS5","3","N","ADAMTS5"
"ADAMTS6","ADAMTS6","2","N","ADAMTS6"
"ADAMTS7","ADAMTS7","3","N","ADAMTS7"
"ADAMTS8","ADAMTS8","3","N","ADAMTS8"
"ADAMTS9","ADAMTS9","2","N","ADAMTS9"
"ADAMTS20","ADAMTS20","1","N","ADAMTS20"
"ADAMTSL2","ADAMTSL2","2","N","ADAMTSL2"
"ADAMTSL3","ADAMTSL3","2","N","ADAMTSL3"
"ADAMTSL1","ADAMTSL1","1","N","ADAMTSL1"
"ADAMTSL5","ADAMTSL5","2","N","ADAMTSL5"
"ADAP1","ADAP1","3","N","ADAP1"
"ADAP2","ADAP2","3","N","ADAP2"
"ADAR","ADAR","3","N","ADAR"
"ADARB1","ADARB1","3","N","ADARB1"
"ADARB2","ADARB2","3","N","ADARB2"
"ADAT1","ADAT1","3","N","ADAT1"
"ADAT2","ADAT2","3","N","ADAT2"
"ADCK1","ADCK1","3","N","ADCK1"
"ADCK2","ADCK2","2","N","ADCK2"
"ADCY1","ADCY1","2","N","ADCY1"
"ADCY2","ADCY2","2","N","ADCY2"
"ADCY5","ADCY5","2","N","ADCY5"
"ADCY6","ADCY6","2","N","ADCY6"
"ADCY7","ADCY7","2","N","ADCY7"
"ADCY8","ADCY8","2","N","ADCY8"
"ADCY9","ADCY9","3","N","ADCY9"
"ADCYAP1","ADCYAP1","3","N","ADCYAP1"
"VIPR1","VIPR1","2","N","VIPR1"
"ADD1","ADD1","3","N","ADD1"
"ADD2","ADD2","3","N","ADD2"
"ADD3","ADD3","3","N","ADD3"
"ADGB","ADGB","3","N","ADGB"
"ADGRA2","ADGRA2","2","N","ADGRA2"
"ADGRA3","ADGRA3","3","N","ADGRA3"
"ADGRB1","ADGRB1","2","N","ADGRB1"
"ADGRB2","ADGRB2","2","N","ADGRB2"
"ADGRB3","ADGRB3","2","N","ADGRB3"
"ADGRD1","ADGRD1","2","N","ADGRD1"
"ADGRF4","ADGRF4","2","N","ADGRF4"
"ADGRF5","ADGRF5","2","N","ADGRF5"
"ADGRG2","ADGRG2","3","N","ADGRG2"
"ADGRG6","ADGRG6","2","N","ADGRG6"
"ADGRG3","ADGRG3","3","N","ADGRG3"
"ADGRG4","ADGRG4","2","N","ADGRG4"
"ADGRG7","ADGRG7","2","N","ADGRG7"
"ADGRD2","ADGRD2","1","N","ADGRD2"
"ADGRL2","ADGRL2","2","N","ADGRL2"
"ADGRL3","ADGRL3","2","N","ADGRL3"
"ADGRL4","ADGRL4","2","N","ADGRL4"
"ADGRV1","ADGRV1","2","N","ADGRV1"
"LOC113996817","LOC113996817","1","N","LOC113996817"
"ADHFE1","ADHFE1","2","N","ADHFE1"
"ADI1","ADI1","3","N","ADI1"
"ADIPOQ","ADIPOQ","3","N","ADIPOQ"
"ADIPOR1","ADIPOR1","3","N","ADIPOR1"
"ADIPOR2","ADIPOR2","3","N","ADIPOR2"
"ADK","ADK","3","N","ADK"
"ADM","ADM","3","N","ADM"
"ADM2","ADM2","3","N","ADM2"
"ADNP","ADNP","2","N","ADNP"
"LOC114004147","LOC114004147","1","N","LOC114004147"
"ADNP2","ADNP2","2","N","ADNP2"
"ADO","ADO","3","N","ADO"
"ADORA1","ADORA1","3","N","ADORA1"
"ADORA3","ADORA3","2","N","ADORA3"
"ADORA2B","ADORA2B","3","N","ADORA2B"
"ADPGK","ADPGK","3","N","ADPGK"
"ADPRH","ADPRH","3","N","ADPRH"
"ADPRH","ADPRH","3","N","ADPRHL1"
"ADPRM","ADPRM","3","N","ADPRM"
"ADPRHL2","ADPRHL2","2","N","ADPRHL2"
"ADRA1A","ADRA1A","3","N","ADRA1A"
"ADRA1B","ADRA1B","2","N","ADRA1B"
"ADRA1D","ADRA1D","3","N","ADRA1D"
"ADRA2A","ADRA2A","3","N","ADRA2A"
"LOC113986650","LOC113986650","1","N","LOC113986650"
"ADRB1","ADRB1","3","N","ADRB1"
"ADRB3","ADRB3","2","N","ADRB3"
"ADRB2","ADRB2","3","N","ADRB2"
"ADRM1","ADRM1","3","N","ADRM1"
"ADSL","ADSL","3","N","ADSL"
"ADSSL1","ADSSL1","2","N","ADSSL1"
"ADSS","ADSS","3","N","ADSS"
"ADTRP","ADTRP","2","N","ADTRP"
"AEBP1","AEBP1","3","N","AEBP1"
"AEBP2","AEBP2","3","N","AEBP2"
"AEN","AEN","2","N","AEN"
"AFAP1L1","AFAP1L1","3","N","AFAP1L1"
"AFAP1","AFAP1","3","N","AFAP1"
"AFAP1L2","AFAP1L2","2","N","AFAP1L2"
"AFDN","AFDN","2","N","AFDN"
"AFF1","AFF1","2","N","AFF1"
"AFF2","AFF2","2","N","AFF2"
"AFF3","AFF3","2","N","AFF3"
"AFF4","AFF4","2","N","AFF4"
"AFG1L","AFG1L","2","N","AFG1L"
"AFG3L2","AFG3L2","2","N","AFG3L2"
"AFMID","AFMID","2","N","AFMID"
"AFTPH","AFTPH","2","N","AFTPH"
"AGA","AGA","3","N","AGA"
"AGAP1","AGAP1","2","N","AGAP1"
"AGAP3","AGAP3","2","N","AGAP3"
"AGBL1","AGBL1","2","N","AGBL1"
"AGBL3","AGBL3","3","N","AGBL3"
"AGBL4","AGBL4","2","N","AGBL4"
"LOC113996441","LOC113996441","1","N","LOC113996441"
"AGFG1","AGFG1","2","N","AGFG1"
"AGFG2","AGFG2","2","N","AGFG2"
"AGGF1","AGGF1","2","N","AGGF1"
"LOC113998132","LOC113998132","1","N","LOC113998132"
"AGK","AGK","2","N","AGK"
"AGL","AGL","2","N","AGL"
"AGMAT","AGMAT","3","N","AGMAT"
"AGMO","AGMO","2","N","AGMO"
"AGO2","AGO2","2","N","AGO2"
"AGO3","AGO3","3","N","AGO3"
"AGO4","AGO4","3","N","AGO4"
"AGPAT1","AGPAT1","2","Y","LOC113992191"
"AGPAT2","AGPAT2","2","N","AGPAT2"
"AGPAT3","AGPAT3","2","N","AGPAT3"
"AGPAT4","AGPAT4","2","N","AGPAT4"
"AGPAT5","AGPAT5","3","N","AGPAT5"
"AGPS","AGPS","2","N","AGPS"
"AGR2","AGR2","3","N","AGR2"
"AGR3","AGR3","3","N","AGR3"
"AGRN","AGRN","3","N","AGRN"
"AGRP","AGRP","3","N","AGRP"
"AGTPBP1","AGTPBP1","3","N","AGTPBP1"
"AGTR1","AGTR1","3","N","AGTR1"
"AGTR2","AGTR2","2","N","AGTR2"
"AGTRAP","AGTRAP","3","N","AGTRAP"
"AGXT","AGXT","3","N","AGXT"
"AGXT2","AGXT2","2","N","AGXT2"
"AHCTF1","AHCTF1","3","N","AHCTF1"
"AHCY","AHCY","3","N","AHCY"
"AHCY","AHCY","2","Y","LOC114000941"
"AHCYL1","AHCYL1","3","N","AHCYL1"
"AHCYL2","AHCYL2","2","N","AHCYL2"
"AHDC1","AHDC1","2","N","AHDC1"
"AHI1","AHI1","2","N","AHI1"
"LOC113985618","LOC113985618","1","N","LOC113985618"
"AHR","AHR","3","N","AHR"
"AHRR","AHRR","3","N","AHRR"
"AHSA1","AHSA1","3","N","AHSA1"
"AHSG","AHSG","3","N","AHSG"
"AICDA","AICDA","3","N","AICDA"
"AIDA","AIDA","3","N","AIDA"
"AIF1L","AIF1L","2","N","AIF1L"
"AIFM1","AIFM1","3","N","AIFM1"
"AIFM2","AIFM2","3","N","AIFM2"
"AIFM3","AIFM3","2","N","AIFM3"
"AIG1","AIG1","2","N","AIG1"
"AIMP1","AIMP1","2","N","AIMP1"
"AIMP2","AIMP2","2","N","AIMP2"
"AIP","AIP","3","N","AIP"
"AIPL1","AIPL1","2","Y","LOC113989893"
"AIRE","AIRE","2","N","AIRE"
"AJAP1","AJAP1","2","N","AJAP1"
"AJM1","AJM1","2","N","AJM1"
"AK1","AK1","3","N","AK1"
"AK2","AK2","2","N","AK2"
"AK3","AK3","2","N","AK3"
"AK4","AK4","3","N","AK4"
"AK5","AK5","3","N","AK5"
"AK7","AK7","3","N","AK7"
"AK8","AK8","2","N","AK8"
"AK9","AK9","3","N","AK9"
"AKAIN1","AKAIN1","3","N","AKAIN1"
"AKAP1","AKAP1","3","N","AKAP1"
"AKAP10","AKAP10","2","N","AKAP10"
"AKAP11","AKAP11","2","N","AKAP11"
"AKAP12","AKAP12","2","N","AKAP12"
"AKAP13","AKAP13","2","N","AKAP13"
"AKAP14","AKAP14","2","N","AKAP14"
"AKAP17A","AKAP17A","3","N","AKAP17A"
"AKAP5","AKAP5","2","N","AKAP5"
"AKAP6","AKAP6","2","N","AKAP6"
"AKAP8","AKAP8","2","Y","LOC114002041"
"AKAP8L","AKAP8L","3","N","AKAP8L"
"AKIP1","AKIP1","2","N","AKIP1"
"AKIRIN2","AKIRIN2","3","N","AKIRIN2"
"AKNA","AKNA","2","N","AKNA"
"AKR1A1","AKR1A1","3","N","AKR1A1"
"AKR1D1","AKR1D1","3","N","AKR1D1"
"AKT1","AKT1","3","N","AKT1"
"AKT3","AKT3","2","N","AKT3"
"AKTIP","AKTIP","3","N","AKTIP"
"ALAD","ALAD","3","N","ALAD"
"ALAS1","ALAS1","3","N","ALAS1"
"ALB","ALB","3","N","ALB"
"ALCAM","ALCAM","3","N","ALCAM"
"ALDH16A1","ALDH16A1","2","N","ALDH16A1"
"ALDH18A1","ALDH18A1","2","N","ALDH18A1"
"ALDH1A1","ALDH1A1","3","N","ALDH1A1"
"ALDH1A2","ALDH1A2","3","N","ALDH1A2"
"ALDH1A2","ALDH1A2","2","Y","LOC113996148"
"ALDH1A3","ALDH1A3","3","N","ALDH1A3"
"ALDH4A1","ALDH4A1","2","N","ALDH4A1"
"ALDH1L2","ALDH1L2","2","N","ALDH1L2"
"ALDH2","ALDH2","2","N","ALDH2"
"LOC113984685","LOC113984685","1","N","LOC113984685"
"ALDH5A1","ALDH5A1","3","N","ALDH5A1"
"ALDH6A1","ALDH6A1","3","N","ALDH6A1"
"ALDH7A1","ALDH7A1","3","N","ALDH7A1"
"ALDH8A1","ALDH8A1","3","N","ALDH8A1"
"ALDH9A1","ALDH9A1","3","N","ALDH9A1"
"ALDOB","ALDOB","3","N","ALDOB"
"ALDOC","ALDOC","3","N","ALDOC"
"ALG1","ALG1","2","N","ALG1"
"ALG12","ALG12","3","N","ALG12"
"ALG13","ALG13","3","N","ALG13"
"ALG13","ALG13","2","N","OTUD4"
"ALG14","ALG14","3","N","ALG14"
"ALG2","ALG2","3","N","ALG2"
"ALG3","ALG3","2","N","ALG3"
"ALG5","ALG5","3","N","ALG5"
"ALG5","ALG5","2","Y","LOC113983884"
"ALG6","ALG6","3","N","ALG6"
"ALG8","ALG8","3","N","ALG8"
"ALG9","ALG9","2","N","ALG9"
"ALK","ALK","2","N","ALK"
"LTK","LTK","2","N","LTK"
"LOC113997735","LOC113997735","1","N","LOC113997735"
"ALKAL2","ALKAL2","2","N","ALKAL2"
"ALKBH1","ALKBH1","3","N","ALKBH1"
"ALKBH2","ALKBH2","3","N","ALKBH2"
"ALKBH3","ALKBH3","3","N","ALKBH3"
"ALKBH4","ALKBH4","3","N","ALKBH4"
"ALKBH5","ALKBH5","3","N","ALKBH5"
"ALKBH8","ALKBH8","2","N","ALKBH8"
"ALMS1","ALMS1","2","N","ALMS1"
"ALOX5","ALOX5","2","N","ALOX5"
"ALOX5AP","ALOX5AP","3","N","ALOX5AP"
"LOC114001387","LOC114001387","1","N","LOC114001387"
"LOC113982902","LOC113982902","1","N","LOC113982902"
"LOC114003766","LOC114003766","1","N","LOC114003766"
"LOC114003769","LOC114003769","1","N","LOC114003769"
"ALPK1","ALPK1","2","N","ALPK1"
"ALPK2","ALPK2","3","N","ALPK2"
"ALPK3","ALPK3","2","N","ALPK3"
"ALPL","ALPL","3","N","ALPL"
"ALS2","ALS2","2","N","ALS2"
"ALS2CL","ALS2CL","2","N","ALS2CL"
"ALX1","ALX1","3","N","ALX1"
"ALX4","ALX4","3","N","ALX4"
"ALYREF","ALYREF","3","N","ALYREF"
"AMACR","AMACR","3","N","AMACR"
"AMBP","AMBP","3","N","AMBP"
"AMBRA1","AMBRA1","2","N","AMBRA1"
"AMD1","AMD1","3","N","AMD1"
"AMDHD1","AMDHD1","3","N","AMDHD1"
"AMDHD1","AMDHD1","2","Y","LOC113988552"
"AMDHD2","AMDHD2","3","N","AMDHD2"
"AMER1","AMER1","2","N","AMER1"
"AMER2","AMER2","3","N","AMER2"
"AMER3","AMER3","2","N","AMER3"
"AMH","AMH","3","N","AMH"
"AMHR2","AMHR2","2","N","AMHR2"
"AMIGO1","AMIGO1","2","N","AMIGO1"
"AMIGO2","AMIGO2","3","N","AMIGO2"
"AMIGO3","AMIGO3","3","N","AMIGO3"
"AMMECR1","AMMECR1","2","N","AMMECR1"
"AMMECR1L","AMMECR1L","2","N","AMMECR1L"
"LOC113989860","LOC113989860","1","N","LOC113989860"
"AMN","AMN","3","N","AMN"
"AMN1","AMN1","2","N","AMN1"
"AMOT","AMOT","2","N","AMOT"
"AMOTL1","AMOTL1","2","N","AMOTL1"
"AMOTL2","AMOTL2","2","N","AMOTL2"
"AMPD1","AMPD1","2","N","AMPD1"
"AMPD2","AMPD2","2","N","AMPD2"
"AMPD3","AMPD3","3","N","AMPD3"
"AMT","AMT","3","N","AMT"
"AMZ1","AMZ1","3","N","AMZ1"
"ANAPC1","ANAPC1","2","N","ANAPC1"
"ANAPC10","ANAPC10","3","N","ANAPC10"
"ANAPC11","ANAPC11","2","N","ANAPC11"
"ANAPC13","ANAPC13","3","N","ANAPC13"
"ANAPC15","ANAPC15","3","N","ANAPC15"
"ANAPC16","ANAPC16","2","N","ANAPC16"
"ANAPC2","ANAPC2","3","N","ANAPC2"
"ANAPC4","ANAPC4","2","N","ANAPC4"
"ANAPC5","ANAPC5","3","N","ANAPC5"
"ANAPC7","ANAPC7","3","N","ANAPC7"
"ANGEL1","ANGEL1","3","N","ANGEL1"
"ANGEL2","ANGEL2","3","N","ANGEL2"
"ANGPT1","ANGPT1","3","N","ANGPT1"
"ANGPT1","ANGPT1","2","N","ANGPT4"
"ANGPT2","ANGPT2","2","N","ANGPT2"
"ANGPTL1","ANGPTL1","3","N","ANGPTL1"
"FGA","FGA","2","N","FGA"
"ANGPTL2","ANGPTL2","3","N","ANGPTL2"
"LOC113994917","LOC113994917","1","N","LOC113994917"
"ANGPTL3","ANGPTL3","3","N","ANGPTL3"
"ANGPTL4","ANGPTL4","3","N","ANGPTL4"
"ANGPTL5","ANGPTL5","3","N","ANGPTL5"
"ANGPTL7","ANGPTL7","2","N","ANGPTL7"
"ANHX","ANHX","2","N","ANHX"
"ANK1","ANK1","2","N","ANK1"
"ANK2","ANK2","2","N","ANK2"
"ANK3","ANK3","2","N","ANK3"
"ANKDD1A","ANKDD1A","3","N","ANKDD1A"
"ANKDD1B","ANKDD1B","2","N","ANKDD1B"
"ANKEF1","ANKEF1","3","N","ANKEF1"
"ANKFN1","ANKFN1","2","N","ANKFN1"
"ANKFY1","ANKFY1","2","N","ANKFY1"
"ANKH","ANKH","3","N","ANKH"
"ANKIB1","ANKIB1","2","N","ANKIB1"
"ANKK1","ANKK1","3","N","ANKK1"
"ANKLE1","ANKLE1","3","N","ANKLE1"
"ANKLE2","ANKLE2","2","N","ANKLE2"
"ANKMY2","ANKMY2","3","N","ANKMY2"
"ANKRA2","ANKRA2","3","N","ANKRA2"
"ANKRD1","ANKRD1","3","N","ANKRD1"
"ANKRD10","ANKRD10","3","N","ANKRD10"
"ANKRD11","ANKRD11","2","N","ANKRD11"
"ANKRD12","ANKRD12","3","N","ANKRD12"
"ANKRD13A","ANKRD13A","2","N","ANKRD13A"
"ANKRD13B","ANKRD13B","2","N","ANKRD13B"
"ANKRD13C","ANKRD13C","3","N","ANKRD13C"
"ANKRD13D","ANKRD13D","2","N","ANKRD13D"
"ANKRD17","ANKRD17","2","N","ANKRD17"
"ANKRD2","ANKRD2","3","N","ANKRD2"
"ANKRD22","ANKRD22","3","N","ANKRD22"
"ANKRD24","ANKRD24","2","N","ANKRD24"
"ANKRD26","ANKRD26","3","N","ANKRD26"
"ANKRD26","ANKRD26","2","Y","LOC113988449"
"ANKRD26","ANKRD26","2","Y","LOC113990518"
"ANKRD26","ANKRD26","2","Y","LOC113991774"
"ANKRD26","ANKRD26","2","N","ANKRD7"
"ANKRD26","ANKRD26","2","Y","LOC113993293"
"ANKRD26","ANKRD26","2","Y","LOC113997331"
"ANKRD26","ANKRD26","2","Y","LOC113997356"
"ANKRD26","ANKRD26","2","Y","LOC113997357"
"ANKRD26","ANKRD26","2","Y","LOC113998469"
"ANKRD26","ANKRD26","2","Y","LOC113999301"
"ANKRD26","ANKRD26","2","Y","LOC114000648"
"ANKRD26","ANKRD26","2","Y","LOC114000649"
"ANKRD26","ANKRD26","2","Y","LOC114000787"
"ANKRD26","ANKRD26","2","Y","LOC114001579"
"ANKRD26","ANKRD26","2","Y","LOC113985288"
"ANKRD26","ANKRD26","2","Y","LOC113988350"
"ANKRD26","ANKRD26","2","Y","LOC113997234"
"ANKRD26","ANKRD26","2","Y","LOC114000651"
"ANKRD26","ANKRD26","2","Y","LOC114001858"
"ANKRD27","ANKRD27","3","N","ANKRD27"
